#bodytypes																																						
Id	ActorId	CreatureClass	Eccolapse	MutateBodyTypeId	Health	PainThresholdLimit	PainThresholdRegen	MeleeDamage	ResistSheet	WoundSlots	BaseActionPoints	MeleeAccuracy	RangeAccuracy	Dodge	MeleeThrowbackChance	ReceiveAmputationChance	ReceiveWoundChanceMult	AttackWoundChanceMult	QuazimorphosisReward	ScaleQuasimorphStats	IgnoreThrowback	HasInventoryWeaponSlots	HasInventoryEquipmentSlots	DeathExplosionRadius	DeathExplosionDamageType	DeathExplosionDamage	Immunity	Immobile	CanFly	HairTypesList	HairColorsList	OverrideBareHandWeapon	WeaponRandomConditionCapacity					
assassin	man woman		class_military	human_military	0	Specops 7 Military 4 Faction 9 Common 1 CyberAug 3	60 90	Pistol 4 Smg 6	Blade 10 Knife 2	Cloth 2 LightArmor 16 MediumArmor 4	Cloth 2 LightArmor 16 MediumArmor 4	Cloth 2 LightArmor 16 MediumArmor 4	Cloth 2 LightArmor 16 MediumArmor 4	5 10	0 2	ThrowableWeapon 6 Grenade 4 Vest 10 Backpack 12 Pills 1 Syringe 1 Medpack 4 Parts 1 Food 5 Drink 5 MilitaryBarter 2 ScienceBarter 2 Cyborg 2		10	20	8	1	4 6 -0.15 0.05		0.15	0.15	0.35	1	0		TRUE	TRUE		2 5	Combat 14 Machinegun 8 Recreation 14 Blade 5 None 65	1 3	Basic 30 None 70		
bountyhunter	man woman		class_military	human_military	0	Specops 10 Military 4 Faction 8 Common 1 CyberAug 3	70 90	AssaultRifle 6 Machinegun 2 MarksmanRifle 5 Flamethrower 2 RocketLauncher 2	None 1 Pistol 1 Smg 2 Shotgun 2	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 15 PowerArmor 10	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 15 PowerArmor 10	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 15 PowerArmor 10	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 15 PowerArmor 10	5 10	0 2	ThrowableWeapon 6 Grenade 4 Vest 12 Backpack 14 Pills 2 Syringe 2 Medpack 6 Parts 2 Food 5 Drink 5 Alcohol 4 MilitaryBarter 4		8	40	8	1	4 6 -0.15 0.05		0.00	0.10	0.10	1	0		TRUE	TRUE		1 5	Industrial 10 Combat 15 Machinegun 8 Recreation 10 None 60	1 3	Basic 20 None 80		
giant	bigposman		class_military	human_military	0	Military 3 Faction 6 Common 1 Prison 2 TestSubject 3 CyberAug 3	50 80	Axe 4 Blade 4 Shotgun 6 Pistol 2	Axe 1	None 5 Cloth 3 LightArmor 6 MediumArmor 6 HeavyArmor 4 PowerArmor 5	Cloth 3 LightArmor 6 MediumArmor 6 HeavyArmor 4 PowerArmor 5	Cloth 3 LightArmor 6 MediumArmor 6 HeavyArmor 4 PowerArmor 5	Cloth 3 LightArmor 6 MediumArmor 6 HeavyArmor 4 PowerArmor 5	5 10	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 2 Food 5 Drink 5 Alcohol 3		6	80	8	0	6 12 -0.15 0.05	blunt 4 pierce 4 lacer 4 poison 85	-0.10	0.00	-0.05	0	0		TRUE	FALSE		0 3	Industrial 12 Drill 12 Combat 12 None 70	0 0	None 100		
preacher	man woman		class_military	human_grenadier	0	Specops 5 Military 4 Faction 8 Common 1	50 80	AssaultRifle 4 MarksmanRifle 5 Shotgun 4 Smg 4 RocketLauncher 12	None 4 Club 5 Fist 2	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 10	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 10	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 10	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 10	5 10	1 3	Grenade 8 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 8 MilitaryBarter 1 Turret 1		6	40	8	1	4 6 -0.15 0.05		0.00	0.00	0.00	0	0		TRUE	TRUE		0 0	None 100	0 0	None 100		
penal	man woman		class_military	human_military	-1	Prisoner 4 Faction 6 Specops 3 Common 1 CyberAug 3	40 70	Fist 2 Knife 4 Pistol 3 AssaultRifle 5 Shotgun 5 Smg 5 Club 2	None 1	Cloth 3 LightArmor 12 MediumArmor 8 HeavyArmor 4 PowerArmor 2	Cloth 3 LightArmor 12 MediumArmor 8 HeavyArmor 4 PowerArmor 2	Cloth 3 LightArmor 12 MediumArmor 8 HeavyArmor 4 PowerArmor 2	Cloth 3 LightArmor 12 MediumArmor 8 HeavyArmor 4 PowerArmor 2	5 10	1 2	Grenade 4 Vest 8 Backpack 6 Pills 1 Syringe 1 Parts 4 Food 8 Drink 5 Alcohol 10		6	50	8	1	4 6 -0.15 0.05		0.00	0.00	0.00	1	0		TRUE	TRUE		2 3	Industrial 8 Drill 8 Combat 12 Machinegun 6 Recreation 7 Blade 10 None 65	0 2	Basic 15 None 85		
desperado	man woman		class_military	human_military	0	Specops 4 Military 2 Faction 8 Common 1 CyberAug 3	50 80	Pistol 10 RocketLauncher 6 GrenadeLauncher 2	Pistol 1	Cloth 3 LightArmor 12 MediumArmor 6	Cloth 3 LightArmor 12 MediumArmor 6	Cloth 3 LightArmor 12 MediumArmor 6	Cloth 3 LightArmor 12 MediumArmor 6	12 20	0 2	Grenade 4 Vest 10 Backpack 12 Pills 1 Syringe 4 Medpack 3 Parts 1 Food 5 Drink 3 Alcohol 5 MilitaryBarter 3		8	40	8	1	4 6 -0.15 0.05		0.00	0.25	0.00	1	0		TRUE	TRUE		0 2	Combat 40 None 60	1 3	Basic 25 None 75	battleCyborg_hand	
siegemaster	man woman		class_military	human_military	0	Military 0.2 Faction 0.8 Common 0.1 CyberAug 3	50 80	AssaultRifle 0.2 Discthrower 0.2 Flamethrower 0.4 Machinegun 0.4 Minigun 0.4 GrenadeLauncher 0.4 HFG 0.1 Pistol 0.1	None 1	MediumArmor 0.4 HeavyArmor 0.6 PowerArmor 0.4 Cloth 0.01	MediumArmor 0.4 HeavyArmor 0.6 PowerArmor 0.4 Cloth 0.01	MediumArmor 0.4 HeavyArmor 0.6 PowerArmor 0.4 Cloth 0.01	MediumArmor 0.4 HeavyArmor 0.6 PowerArmor 0.4 Cloth 0.01	5 10	0 2	Food 0.20 Drink 0.20 Grenade 0.10 Vest 0.10 Backpack 0.05 Pills 0.05 Medpack 0.05 Syringe 0.05 Turret 0.05		6	20	8	1	4 6 -0.15 0.05		0.00	0.00	0.00	0	0		TRUE	TRUE		0 3	Industrial 15 Combat 15 Machinegun 15 None 65	0 2	Basic 25 None 75	battleCyborg_head	
knight	man woman		class_military	human_military	0	Specops 5 Military 4 Faction 9 Common 1 CyberAug 3	70 100	MarksmanRifle 6 Smg 4 Shotgun 3 Blade 5 RocketLauncher 8	Blade 4 Club 4 Axe 2	Cloth 1 LightArmor 4 MediumArmor 10 HeavyArmor 15 PowerArmor 20	Cloth 1 LightArmor 4 MediumArmor 10 HeavyArmor 15 PowerArmor 20	Cloth 1 LightArmor 4 MediumArmor 10 HeavyArmor 15 PowerArmor 20	Cloth 1 LightArmor 4 MediumArmor 10 HeavyArmor 15 PowerArmor 20	10 20	0 2	Grenade 4 Vest 10 Backpack 12 Pills 1 Syringe 4 Medpack 3 Parts 1 Food 5 Drink 3 Alcohol 5 MilitaryBarter 3		6	60	8	1	4 6 -0.15 0.05	blunt 10 pierce 10 lacer 10 poison 5 fire 5	0.00	0.10	0.00	1	0		TRUE	TRUE		0 0	None 100	0 0	None 100		
advancedbot	cyborgbattle		cyborg	robot	0	Specops 5 Military 4 Faction 8 Common 1 CyberAug 3	50 80	AssaultRifle 5 MarksmanRifle 5 Shotgun 2 Smg 2	Pistol 4 Shotgun 4 Smg 2	None 1	None 1	None 1	None 1	5 10	0 1	Parts 8 MilitaryBarter 1 Data 1		8	25	8	1	4 6 -0.15 0.05		0.10	0.10	0.10	1	0		FALSE	FALSE		1 3	Industrial 24 Drill 24 Combat 24 Machinegun 24 Recreation 24 Blade 24	0 0	None 100		
siegebot	cyborgbattle		cyborg	robot	0	Specops 3 Military 4 Faction 8 Common 1 CyberAug 3	50 80	AssaultRifle 5 Flamethrower 6 Machinegun 8 Minigun 6 GrenadeLauncher 4 MarksmanRifle 2 Pistol 3	AssaultRifle 5 Flamethrower 6 Machinegun 8 Minigun 6 GrenadeLauncher 4 MarksmanRifle 2 Pistol 3	None 1	None 1	None 1	None 1	10 30	0 1	Parts 8 MilitaryBarter 1 Data 1		6	50	8	1	4 6 -0.15 0.05		0.05	0.10	0.05	1	0		FALSE	FALSE		8 8	Industrial 24 Drill 32 Combat 24 Machinegun 32 Recreation 24 Blade 32	0 0	None 100		
securitydrone	flyingdrone		flying_drone	robot	0	Military 2 Science 2 Faction 8 Common 1 CyberAug 3	50 80	AssaultRifle 2 MarksmanRifle 4 Smg 10 Shotgun 6	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	8	1	4 6 -0.15 0.05	blunt 5 pierce 5 lacer 5 shock 10	0	0.05	0.05	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
common_drone	cargodrone		cargo_drone	robot	0	Military 1 Worker 3 Faction 4 Common 1 CyberAug 3	50 80	None 20 Smg 2 Shotgun 2	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	8	1	4 6 -0.15 0.05		0.1	0.05	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
clonewarrior	perfectman perfectwoman		class_military	human_military	0	Clonewarrior 4 Faction 12 Military 3 Security 2 Common 1 CyberAug 3	60 90	AssaultRifle 10 Smg 8 Shotgun 2 Pistol 5 Blade 6 RocketLauncher 3	None 16 Knife 4 Blade 2	Cloth 4 LightArmor 10 MediumArmor 12 HeavyArmor 12 PowerArmor 10	Cloth 2 LightArmor 10 MediumArmor 12 HeavyArmor 12 PowerArmor 10	Cloth 2 LightArmor 10 MediumArmor 12 HeavyArmor 12 PowerArmor 10	Cloth 2 LightArmor 10 MediumArmor 12 HeavyArmor 12 PowerArmor 10	8 16	0 2	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 1 Turret 1		6	30	10	1	5 7 0 0.05		0.1	0.15	0.05	0	0		TRUE	TRUE		0 3	Combat 14 Recreation 14 Blade 10 None 65	0 1	Basic 25 None 75		
perfect	perfectman perfectwoman		class_military	human_armed_civilian	0	Perfect 4 Faction 12 Specops 5 Military 3 Security 2 Common 1 Management 1 CyberAug 3	75 100	AssaultRifle 13 Smg 10 Shotgun 2 Pistol 5 RocketLauncher 2	None 16 Knife 4 Blade 2	Cloth 4 LightArmor 10 MediumArmor 12 HeavyArmor 12 PowerArmor 8	Cloth 2 LightArmor 10 MediumArmor 12 HeavyArmor 12 PowerArmor 8	Cloth 2 LightArmor 10 MediumArmor 12 HeavyArmor 12 PowerArmor 8	Cloth 2 LightArmor 10 MediumArmor 12 HeavyArmor 12 PowerArmor 8	8 16	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	45	12	2	6 8 0 0.05		0.15	0.25	0.1	1	0		TRUE	TRUE		0 0	None 100	2 3	Basic 30 None 70		
sniper	man woman		class_military	human_military	0	Faction 12 Military 3 Security 2 Common 1 CyberAug 3	60 90	MarksmanRifle 10 AssaultRifle 3 RocketLauncher 1	None 5 Pistol 10	Cloth 2 LightArmor 12	Cloth 2 LightArmor 12	Cloth 2 LightArmor 12	Cloth 2 LightArmor 12	4 12	0 1	ThrowableWeapon 3 Grenade 1 Vest 10 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 3 Drink 3 Alcohol 5 MilitaryBarter 1 Turret 2		10	10	4	0	4 6 -0.15 0.05		0.00	0.25	0.00	0	0		TRUE	TRUE		0 3	Combat 30 None 70	0 2	Basic 15 None 85		
grenadier	man woman		class_military	human_grenadier	0	Faction 12 Military 3 Security 2 Common 1 CyberAug 3	60 80	GrenadeLauncher 25 RocketLauncher 10 Pistol 1	None 8 Knife 2 Pistol 2	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 8 PowerArmor 6	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 8 PowerArmor 6	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 8 PowerArmor 6	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 8 PowerArmor 6	5 10	1 3	ThrowableWeapon 3 Grenade 15 Vest 10 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 3 Drink 3 Alcohol 5 MilitaryBarter 1 Turret 2	frag_grenade frag_grenade	6	40	8	1	4 6 -0.15 0.05	blunt 6 pierce 6	0.00	0.15	0.00	0	0		TRUE	TRUE		2 4	Industrial 5 Combat 25 None 70	1 3	Basic 20 None 80		
testsubject	possessedman possessedwoman bigposman		possessed	possesed_poisonimmune	0	Prison 5 TestSubject 5 Faction 6 Military 3 Security 2 Common 1 CyberAug 3 PossessedAug 0.01	0 35	Knife 4 Fist 2 Club 4 Axe 2 None 5	None 1	None 1	Cloth 5 None 10	Cloth 1	Cloth 5 None 10	0 0	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 2 Food 5 Drink 5 Alcohol 3		6	30	20	1	0 0 -0.4 -0.10	blunt 4 pierce 4 lacer 4 poison 85	0.00	0.00	0.00	0	0		TRUE	FALSE		0 2	Quasimorphic 3 Centaur 5 Industrial 10 Drill 10 None 80	0 0	None 100		
psycho	man woman		class_prisonier	human_armed_civilian	-2	Psycho 9 Prison 2 Possessed 5 Faction 12 Military 3 Security 2 Common 1 CyberAug 3	45 75	Blade 6 Knife 4 Axe 4 RocketLauncher 2	None 10 Knife 3 RocketLauncher 1	Cloth 6 LightArmor 15	Cloth 6 LightArmor 15	Cloth 6 LightArmor 15	Cloth 6 LightArmor 15	0 5	0 1	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 2 Food 5 Drink 5 Alcohol 3		6	10	5	0	4 8 -0.1 -0.10		0.10	0.00	0.10	2	0.2		TRUE	TRUE		1 3	Industrial 15 Drill 9 Combat 8 Machinegun 4 Recreation 14 Blade 14 None 50	0 1	Basic 20 None 80		
enforcer_pirates	man woman		corp_unchained	human_military	0	Prison 1 Faction 9 Common 1 CyberAug 3	60 90	Smg 2 AssaultRifle 6 MarksmanRifle 5 Machinegun 7 GrenadeLauncher 6 RocketLauncher 7 Minigun 2	None 6 Smg 4 Pistol 2	Cloth 1 LightArmor 5 MediumArmor 12 HeavyArmor 10 PowerArmor 4	Cloth 1 LightArmor 5 MediumArmor 12 HeavyArmor 10 PowerArmor 4	Cloth 1 LightArmor 5 MediumArmor 12 HeavyArmor 10 PowerArmor 4	Cloth 1 LightArmor 5 MediumArmor 12 HeavyArmor 10 PowerArmor 4	5 15	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 7 Alcohol 3 MilitaryBarter 1 Turret 1		6	30	0	0	4 6 -0.15 0.05		0.00	0.20	0.00	0	0		TRUE	TRUE		2 5	Industrial 8 Drill 4 Combat 15 Machinegun 6 Recreation 4 Blade 4 None 65	1 3	Basic 15 None 85		
security_she	possessedman possessedwoman		possessed	human_military	0	Military 2 SheduThousand 8 Security 1 Berserk 1 Common 1 CyberAug 3 PossessedAug 0.01	40 80	Pistol 1 Smg 3 Shotgun 5 AssaultRifle 3	None 8 Blade 2 Axe 2	Cloth 1 LightArmor 7 MediumArmor 10 HeavyArmor 10	Cloth 1 LightArmor 7 MediumArmor 10 HeavyArmor 10	Cloth 1 LightArmor 7 MediumArmor 10 HeavyArmor 10	Cloth 1 LightArmor 7 MediumArmor 10 HeavyArmor 10	6 16	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 MilitaryBarter 1 Turret 3		6	10	4	0	6 7 -0.20 -0.05		0.00	0.15	0.00	0	0		TRUE	FALSE		1 4	Quasimorphic 20 Combat 15 Machinegun 10 None 60	0 1	Basic 25 None 75		
enforcer_she	possessedman possessedwoman		possessed	human_military	0	Military 2 SheduThousand 8 Common 1 CyberAug 3 PossessedAug 0.01	65 85	AssaultRifle 2 Machinegun 4 Minigun 6 GrenadeLauncher 4 RocketLauncher 3	None 8 Smg 4	Cloth 1 LightArmor 3 MediumArmor 14 HeavyArmor 12 PowerArmor 2	Cloth 1 LightArmor 3 MediumArmor 14 HeavyArmor 12 PowerArmor 2	Cloth 1 LightArmor 3 MediumArmor 14 HeavyArmor 12 PowerArmor 2	Cloth 1 LightArmor 3 MediumArmor 14 HeavyArmor 12 PowerArmor 2	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 5 Drink 7 Alcohol 3 MilitaryBarter 1 Turret 1		6	30	8	1	4 6 -0.15 0.05		0.00	0.15	0.00	0	0		TRUE	FALSE		1 4	Quasimorphic 15 Centaur 10 Combat 15 Machinegun 10 None 60	0 1	Basic 25 None 75		
ceo_ddr	woman		corp_daydream	human_military	5	Specops 1 Military 1 Faction 90 Common 1 CyberAug 30 PossessedAug 10	100 100	Pistol 10 Shotgun 20 MarksmanRifle 10	Axe 5	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 30 PowerArmor 40	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 30 PowerArmor 40	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 30 PowerArmor 40	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 30 PowerArmor 40	30 50	3 8	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		8	150	20	3	10 16 -0.15 0.05	blunt 16 pierce 8 lacer 16 beam 8 cold 8 poison 8	0.25	0.35	0.20	2	0		FALSE	FALSE		1 6	Industrial 3 Combat 16 Recreation 12 None 70	2 4	Basic 80 None 20		
ceo_fra	man		corp_franche	human_military	5	Specops 1 Military 1 Faction 90 Common 1 CyberAug 30	100 100	Smg 15 Pistol 10 Shotgun 25 AssaultRifle 15	None 1	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 45 PowerArmor 50	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 45 PowerArmor 50	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 45 PowerArmor 50	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 45 PowerArmor 50	30 50	3 8	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		8	120	16	3	10 16 -0.15 0.05	blunt 16 pierce 16 lacer 16 shock 8 fire 8	0.25	0.35	0.20	2	0		FALSE	FALSE		1 6	Industrial 3 Combat 16 Recreation 12 None 70	2 4	Basic 80 None 20		
ceo_sun	man		corp_sunlight	human_military	5	Specops 1 Military 1 Faction 90 Common 1 CyberAug 30	100 100	Blade 15 AssaultRifle 25 MarksmanRifle 20 RocketLauncher 10	Pistol 5	Cloth 1 LightArmor 10 MediumArmor 50 HeavyArmor 30 PowerArmor 60	Cloth 1 LightArmor 10 MediumArmor 50 HeavyArmor 30 PowerArmor 60	Cloth 1 LightArmor 10 MediumArmor 50 HeavyArmor 30 PowerArmor 60	Cloth 1 LightArmor 10 MediumArmor 50 HeavyArmor 30 PowerArmor 60	30 50	3 8	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		8	150	20	3	20 26 -0.15 0.05	blunt 12 pierce 20 lacer 20 beam 12 fire 12 poison 12 cold 4 shock 4	0.45	0.35	0.20	2	0		FALSE	FALSE		1 6	Industrial 3 Combat 16 Recreation 12 None 70	2 4	Basic 80 None 20		
ceo_chu	man		corp_church	human_military	5	Specops 1 Military 1 Faction 90 Common 1 CyberAug 30	100 100	Pistol 10 Shotgun 20 AssaultRifle 10 MarksmanRifle 5 RocketLauncher 5	Blade 5 Club 5 Axe 5	Cloth 1 LightArmor 10 MediumArmor 30 HeavyArmor 30 PowerArmor 55	Cloth 1 LightArmor 10 MediumArmor 30 HeavyArmor 30 PowerArmor 55	Cloth 1 LightArmor 10 MediumArmor 30 HeavyArmor 30 PowerArmor 55	Cloth 1 LightArmor 10 MediumArmor 30 HeavyArmor 30 PowerArmor 55	30 50	3 8	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		10	110	15	3	10 16 -0.15 0.05	blunt 16 pierce 16 lacer 16 fire 8 cold 8	0.25	0.45	0.25	2	0		FALSE	FALSE		0 0	None 100	2 4	Basic 80 None 20		
ceo_gra	man		corp_grasshopper	human_military	5	Specops 1 Military 1 Faction 90 Common 1 CyberAug 30	100 100	Pistol 15 MarksmanRifle 15	None 1	Cloth 5 LightArmor 70 MediumArmor 20 HeavyArmor 25 PowerArmor 20	Cloth 5 LightArmor 70 MediumArmor 20 HeavyArmor 25 PowerArmor 20	Cloth 5 LightArmor 70 MediumArmor 20 HeavyArmor 25 PowerArmor 20	Cloth 5 LightArmor 70 MediumArmor 20 HeavyArmor 25 PowerArmor 20	30 50	3 8	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		8	100	14	3	10 16 -0.15 0.05	blunt 18 pierce 18 lacer 8 fire 10 cold 10	0.25	0.40	0.40	2	0		FALSE	FALSE		1 6	Industrial 3 Combat 16 Recreation 12 None 70	2 4	Basic 80 None 20		
ceo_cor	man		corp_coreward	human_military	5	Specops 1 Military 1 Faction 90 Common 1 CyberAug 30	100 100	Machinegun 20 Flamethrower 10	Pistol 5 Smg 5	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 35 PowerArmor 50	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 35 PowerArmor 50	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 35 PowerArmor 50	Cloth 1 LightArmor 15 MediumArmor 30 HeavyArmor 35 PowerArmor 50	60 100	3 8	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		8	130	18	3	10 16 -0.15 0.05	blunt 16 pierce 16 lacer 16 beam 8 poison 8 fire 24	0.25	0.40	0.20	2	0		FALSE	FALSE		1 6	Industrial 3 Combat 16 Recreation 12 None 70	2 4	Basic 80 None 20		
ceo_pla	man		corp_planetbridge	human_military	5	Specops 1 Military 1 Faction 90 Common 1 CyberAug 30	100 100	Pistol 5 Machinegun 10 Minigun 10 MarksmanRifle 10	Pistol 5	Cloth 1 LightArmor 15 MediumArmor 50 HeavyArmor 20 PowerArmor 35	Cloth 1 LightArmor 15 MediumArmor 50 HeavyArmor 20 PowerArmor 35	Cloth 1 LightArmor 15 MediumArmor 50 HeavyArmor 20 PowerArmor 35	Cloth 1 LightArmor 15 MediumArmor 50 HeavyArmor 20 PowerArmor 35	30 50	3 8	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		10	120	16	3	10 16 -0.15 0.05	blunt 16 pierce 16 lacer 16 shock 8 cold 8	0.25	0.35	0.20	2	0		FALSE	FALSE		1 6	Industrial 3 Combat 16 Recreation 12 None 70	2 4	Basic 80 None 20		
elite	man woman		class_military	human_military	0	Specops 3 Military 2 Faction 8 Common 1 CyberAug 3	95 100	Smg 1 Pistol 1 Shotgun 4 AssaultRifle 4 Machinegun 4 MarksmanRifle 4	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	100	0	0	4 6 -0.15 0.05	blunt 10 pierce 10 lacer 10	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_anc	man woman		corp_ancom	human_military	0	Specops 3 Military 2 AnCom 8 Common 1 CyberAug 3	95 100	Shotgun 4 AssaultRifle 4 Smg 5 MarksmanRifle 4 Blade 2	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	70	0	0	4 6 -0.15 0.05	poison 12	0.10	0.15	0.10	1	0		FALSE	FALSE		4 7	Industrial 5 Combat 15 Machinegun 5 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_sbn	man woman		corp_sbn	human_military	0	Specops 3 Military 2 SBN 8 Common 1 CyberAug 3	95 100	AssaultRifle 4 Smg 4 Shotgun 4 MarksmanRifle 6 RocketLauncher 8 Machinegun 4	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	70	0	0	4 6 -0.15 0.05	beam 12	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_ddr	man woman		corp_daydream	human_military	0	Specops 3 Military 2 DaydreamChems 8 Common 1 CyberAug 3	95 100	Shotgun 4 Machinegun 4 Flamethrower 8	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	80	0	0	4 6 -0.15 0.05	poison 80	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
